ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
2,3907.56,2175.37,-1128.71,20,54,165
4,19188.0,163557.0,-9780.0,84,388,6290
5,8210.96,4621.85,-2623.61,26,131,271
0,19327.5,257761.0,-14333.0,85,440,9129
3,7908.39,10998.9,-3369.66,25,156,654
0,16370.1,207550.0,-10863.0,56,405,7718
0,7905.75,19495.0,-3632.0,55,151,1162
3,14082.4,80015.3,-5340.0,51,272,3539
4,8136.34,4784.33,-2683.4,32,131,271
4,7341.05,4174.88,-2237.15,71,101,249
5,8379.74,4468.68,-2556.26,37,131,271
4,7304.79,7255.36,-1510.0,159,109,486
3,17976.9,172276.0,-7220.0,87,403,6746
2,7366.11,14064.3,-2341.52,97,120,809
3,9827.15,26209.0,-3364.66,32,174,1415
0,18934.5,116515.0,-8724.0,109,373,3896
2,5187.91,4319.06,-531.0,9,79,317
3,18307.7,196636.0,-8460.0,38,390,7459
0,18517.1,234827.0,-6751.0,73,405,8213
2,3986.61,2181.93,-1118.33,20,54,165
0,17072.6,226416.0,-14333.0,230,429,8483
3,5945.75,5029.7,-2390.0,7,79,292
5,12050.9,76547.6,-5750.14,50,262,3211
4,6082.28,11195.3,-1893.42,24,102,764
0,8549.8,24634.0,-4353.0,24,181,1521
5,8690.52,11163.0,-3200.64,48,156,654
0,35140.2,1009740.0,-19156.0,155,791,24692
2,12259.8,115105.0,-3060.0,37,235,4905
5,13956.2,107938.0,-5190.0,53,271,4426
0,11766.9,58730.0,-5731.0,77,243,2679
5,3604.54,2150.11,-583.993,9,43,161
5,9733.86,41397.7,-3051.67,100,159,2181
2,17569.9,163647.0,-7342.67,75,352,6744
0,7325.61,12529.0,-3098.0,29,131,730
3,15981.0,115726.0,-4280.0,60,271,4426
0,27170.9,629448.0,-12993.0,138,674,18282
3,13192.6,90509.7,-5390.0,48,254,3885
0,21466.7,361472.0,-10697.0,49,425,9547
5,6964.4,8611.9,-1070.0,29,102,516
2,6450.64,13343.7,-1602.88,17,96,804
5,9409.28,30663.0,-3272.72,124,171,1747
0,6854.4,13692.0,-2007.0,60,114,806
3,4700.09,4167.53,-692.0,10,79,317
3,18157.5,160549.0,-8830.0,88,388,6290
0,11738.8,55357.0,-7532.0,163,231,2327
0,13096.8,69278.0,-5785.0,52,227,2605
5,8191.8,4754.96,-1837.94,25,131,271
2,5511.12,7519.15,-1896.12,75,104,457
3,10442.8,10410.3,-2380.0,36,154,587
4,9849.08,27502.2,-2570.0,22,194,1521
0,18064.4,250646.0,-9483.0,84,468,8473
4,13487.0,52231.8,-6092.75,51,288,2334
5,7850.48,9114.66,-1280.0,30,102,516
3,10498.9,87759.2,-5160.0,41,254,3885
4,18728.1,197280.0,-8120.0,64,390,7459
3,9817.61,10043.1,-1610.0,36,154,587
0,25602.8,496133.0,-16211.0,145,577,15522
3,8994.52,17419.9,-2679.57,85,142,844
2,5315.15,3424.95,-761.531,49,51,132
5,12653.5,55254.9,-4262.58,72,209,2534
5,5304.73,4449.89,-2130.0,9,79,292
3,9292.05,26158.8,-3007.99,31,157,1519
5,12748.0,59358.3,-2970.0,54,223,2822
3,24543.6,269039.0,-11000.0,99,537,8350
1,9212.63,17180.5,-4138.72,30,183,931
3,23807.0,298153.0,-8830.0,96,537,8350
2,2620.23,48.8436,-394.0,6,33,5
4,8643.35,13588.1,-2905.37,14,148,729
2,16232.1,165033.0,-7523.28,79,352,6744
3,25351.5,476365.0,-11600.0,53,483,15505
2,12630.4,75387.0,-3520.0,23,249,3630
3,6260.56,11656.0,-1851.04,17,105,765
4,5792.83,11316.1,-1952.87,25,102,764
0,20771.2,209365.0,-8125.0,110,405,7104
0,5055.66,2870.0,-1438.0,3,57,165
0,6344.83,6722.0,-2789.0,12,96,426
3,9611.33,32481.9,-3460.79,69,176,1922
1,11390.0,68931.5,-2107.33,147,247,3373
4,9318.83,26809.1,-2932.96,101,158,1403
0,11809.3,65901.0,-6552.0,31,230,2976
4,5293.63,3279.3,-1107.92,44,71,249
0,17238.6,76475.0,-9840.0,47,358,3140
5,14898.5,48760.4,-6470.88,56,298,2196
0,4576.06,1570.65,-1421.77,11,67,134
1,11354.0,68841.0,-5142.48,150,247,3373
3,5712.7,4495.06,-1580.0,16,88,292
2,10475.6,37714.6,-4185.75,127,205,1751
5,13311.0,46718.0,-5752.5,68,273,2061
0,14287.2,96400.0,-5843.0,62,284,3221
0,14937.5,63855.0,-7274.0,134,270,2611
0,6285.74,9889.0,-2219.0,28,115,584
0,7494.15,15106.0,-4572.0,10,133,807
2,5885.15,5096.1,-1820.0,8,79,292
4,8139.75,26376.1,-3960.0,25,166,1414
1,8915.22,17248.4,-4263.46,35,183,931
0,10097.3,36767.5,-4673.59,111,205,1751
3,7272.95,9394.1,-3119.23,21,138,554
4,15743.7,142954.0,-7730.43,194,362,5847
0,4979.66,5284.0,-1162.0,22,72,365
0,24453.8,427981.0,-13690.0,142,618,13977
4,7698.59,8160.42,-1600.0,17,111,453
0,13893.2,62405.0,-5967.0,207,265,2060
0,20674.6,280557.0,-10185.0,386,471,9276
2,5181.79,3284.15,-810.088,49,51,132
4,10642.8,18694.6,-2470.0,28,168,772
0,7621.0,10270.0,-2444.0,45,126,621
2,11984.4,71437.6,-4456.51,45,247,3373
0,19375.8,218816.0,-6709.0,76,383,5962
3,8347.53,25142.4,-3217.57,28,157,1519
4,11738.7,45041.9,-5697.09,48,273,2061
0,6776.73,24034.1,-3127.56,84,154,1407
4,9365.71,26966.1,-2921.13,100,158,1403
3,15037.6,60501.4,-6462.5,144,305,2610
0,8040.81,38924.0,-2926.0,12,157,2309
4,9062.58,27068.9,-2968.82,92,158,1403
3,20726.6,232557.0,13000.0,84,537,8350
2,3824.02,2162.45,-1159.66,20,54,165
0,15103.8,57782.0,-5193.0,20,233,2062
2,6052.64,7427.56,-1613.27,44,93,545
2,2469.17,49.9553,-222.0,96,33,5
3,18917.0,160093.0,-9530.0,87,388,6290
0,18442.9,201498.0,-8407.0,65,369,6292
0,17268.8,217864.0,-6873.0,256,371,8983
4,13402.1,77853.1,-5474.66,31,262,3211
4,9747.71,49593.3,-5630.0,23,216,2677
3,8398.71,25087.7,-3279.44,24,157,1519
2,11153.2,115266.0,-3870.0,42,235,4905
3,24025.5,279617.0,-13500.0,65,540,8870
4,13501.1,60791.9,-4790.0,32,247,2754
4,9010.55,20392.7,-3469.34,94,163,1162
5,14242.1,53004.6,-5882.37,55,288,2334
4,9028.98,11335.8,-3074.15,39,156,654
4,8919.6,20349.5,-3371.96,81,163,1162
3,12231.0,48393.0,13000.0,32,166,1414
2,8096.2,12064.5,-2339.76,86,128,693
3,9739.3,39939.2,-3570.0,30,196,1885
2,5054.24,4273.34,-1350.0,11,79,317
3,8365.58,25516.4,-3211.34,34,157,1519
3,8526.69,12267.7,-2800.74,93,136,619
3,7277.96,9484.11,-3063.51,17,138,554
5,5663.63,9868.39,-1857.71,43,98,651
0,8699.69,4617.0,-3001.0,45,106,184
3,10433.0,87401.8,-5220.0,46,254,3885
0,23833.6,485784.0,-11842.0,141,526,15334
3,11960.0,52384.6,-3690.0,24,216,2677
3,13243.8,104659.0,-6200.0,68,322,4619
5,7463.33,4632.73,-2728.17,35,131,271
4,4205.7,1551.35,-818.515,30,52,133
5,10696.5,29354.4,-2030.0,25,194,1521
3,10393.4,58694.4,-155.558,93,217,2904
4,7939.39,10905.9,-3364.89,33,156,654
2,2480.07,52.5965,-350.0,96,33,5
5,5154.4,2963.19,-1310.96,34,77,205
0,19044.9,329789.0,-13765.0,90,493,10843
0,12912.2,66890.0,-8255.0,58,320,2976
0,23288.4,309188.0,-9846.0,244,418,9136
4,11717.5,46673.0,-2610.0,39,223,2059
2,11539.2,112554.0,-4200.0,38,235,4905
0,18193.8,285486.0,-12022.0,123,446,10395
5,23930.0,478864.0,-11400.0,60,483,15505
0,8099.01,11313.0,-2925.0,30,166,731
3,8956.47,39562.6,-3180.0,21,196,1885
3,10125.3,84941.9,-4220.0,20,220,3450
2,6528.97,13262.9,-1612.31,17,96,804
4,11931.4,68409.1,-4946.34,143,247,3373
5,12377.0,71880.9,-5518.28,27,262,3211
4,9122.87,16898.2,-4019.44,80,172,973
2,5847.05,4189.21,-1559.03,127,88,318
5,8414.0,10150.9,-2217.26,28,123,621
4,12115.8,69165.3,-4883.11,131,247,3373
0,6043.07,4588.0,-2017.0,5,71,245
3,8485.68,25528.3,-3265.18,28,157,1519
3,13575.3,91203.8,-5660.0,70,254,3885
3,10088.7,41298.7,-2440.0,13,196,1885
2,16264.0,161277.0,-7839.22,78,352,6744
4,5211.47,4179.56,-1267.29,10,72,340
3,7478.42,14013.7,-2331.34,97,120,809
0,14208.9,144197.0,-6929.0,71,322,5739
2,6325.03,7802.57,-1693.64,67,104,457
4,13252.2,79963.4,-5730.0,51,272,3539
0,8740.71,22450.3,-3072.89,82,152,1165
0,23472.5,435761.0,-15950.0,107,504,13638
0,17237.6,283372.0,-12391.0,84,450,10381
3,10512.6,37708.0,-4184.18,115,205,1751
3,8692.96,12236.9,-2717.03,98,136,619
5,14434.4,104133.0,-5768.8,154,281,4061
0,12822.1,100721.0,-4643.0,24,308,4820
3,13268.3,60773.9,-4570.0,26,247,2754
0,16996.0,141338.0,-9108.0,240,349,5114
3,14016.0,53512.4,-3950.0,33,215,2188
3,9278.65,46839.8,-5290.0,29,216,2677
0,17169.7,140899.0,-7432.84,216,321,4630
5,13064.4,72634.0,-5462.11,34,262,3211
4,10353.4,39242.8,-4306.41,40,193,2118
0,15561.2,94473.0,-11955.0,196,398,3988
5,5846.19,1729.92,-1376.53,20,76,147
3,10159.3,37627.3,-3610.0,34,196,1997
2,11360.1,115157.0,-3620.0,47,235,4905
2,20313.4,157938.0,-4330.0,120,449,5537
4,8440.04,9618.43,-2824.0,16,138,554
5,25803.1,253419.0,-3670.0,91,537,8350
1,5377.27,4291.84,-906.0,15,88,292
3,6523.06,10350.2,-2630.0,15,109,689
3,8721.22,12348.3,-2615.61,83,136,619
1,6403.36,5343.76,-2380.0,8,79,292
5,22893.7,277792.0,-9680.15,61,468,9276
4,18761.6,161110.0,-9250.0,85,388,6290
3,7363.86,14056.4,-2331.7,81,120,809
2,5173.86,4138.96,-1170.0,11,79,317
3,12399.1,74831.0,-3980.0,29,249,3630
4,25329.7,470930.0,49600.0,52,483,15505
4,9455.5,12545.5,-2314.61,65,128,693
0,6757.58,10897.0,-3399.0,23,116,654
4,8899.37,11286.2,-3095.39,49,156,654
2,5224.19,4213.57,-1430.0,19,88,292
4,22062.4,410269.0,-8570.0,65,473,14125
0,6643.39,6440.91,-2312.73,11,104,368
3,18786.0,161211.0,-9590.0,72,388,6290
4,9858.37,34123.4,-3504.69,81,176,1922
0,9487.85,37286.0,-6252.0,37,226,1815
0,10369.9,21303.0,-2662.0,52,124,848
5,8992.41,13839.1,-2982.35,24,148,729
4,10425.1,22165.0,-2010.0,36,182,1212
2,11680.4,73769.0,-4880.0,20,249,3630
0,12137.9,57811.0,-2369.0,51,219,2671
3,12810.9,45978.8,-2540.0,40,223,2059
3,13288.9,61873.6,-5940.0,30,247,2754
0,4890.58,6330.0,-1572.0,6,76,395
4,9285.46,28696.8,-3387.33,34,179,1626
0,5417.24,5279.0,-2695.0,23,88,370
3,17080.5,160810.0,-12800.0,90,388,6290
3,10546.8,48902.2,-3800.0,24,216,2677
4,8828.21,13132.1,-2513.93,16,132,806
4,9639.27,31810.5,-2050.0,27,166,1414
4,9235.38,26494.0,-1860.0,27,156,1364
4,5903.94,11016.6,-1893.99,28,102,764
0,29510.1,503334.0,-20413.0,446,714,13658
3,22873.8,413391.0,-7460.0,67,473,14125
2,6797.12,5111.53,-2090.0,9,79,292
0,16543.6,230510.0,-12818.0,83,364,8856
2,12397.0,74816.0,-4980.0,33,249,3630
3,11137.3,50279.7,-4780.0,21,216,2677
2,15378.9,133188.0,-7190.0,98,449,5537
4,6773.6,6427.73,-2160.0,12,119,395
0,29028.0,681375.0,-17886.0,131,700,19440
3,10854.4,27178.0,-2268.89,38,214,1469
2,10286.2,38090.1,-4248.28,127,205,1751
3,12673.5,114063.0,-3360.0,48,235,4905
3,13500.6,42658.8,-1470.0,48,234,1581
2,12344.7,74583.4,-3150.0,24,249,3630
0,14838.1,53790.0,-7487.0,56,300,2200
4,9768.78,34339.8,-4523.74,128,208,1691
3,12313.5,74705.3,-3960.0,29,249,3630
5,3021.24,66.7971,-233.0,92,33,5
0,10622.3,30139.0,-4582.0,99,222,1525
2,2447.2,64.2435,-425.0,96,33,5
2,20819.2,175043.0,-7890.0,93,449,5537
5,12084.7,52848.7,-4244.96,93,209,2534
2,4129.81,1492.19,-912.225,41,52,133
3,8443.74,25666.6,-1770.0,27,156,1364
1,5511.01,4361.34,-1120.0,19,88,292
3,4579.67,3028.06,-1244.99,38,71,249
3,7105.67,13105.0,-1728.65,22,105,765
3,6791.97,5331.32,-2170.51,58,107,346
0,25330.6,500726.0,-13881.0,134,636,15869
3,25104.1,475558.0,-11200.0,55,483,15505
4,14385.1,139075.0,-4360.0,57,315,5844
3,8526.04,25158.1,-3172.71,35,157,1519
3,4159.09,1975.5,-1071.71,5,63,166
0,11371.4,45777.0,-3979.0,16,201,2323
2,15394.1,118102.0,-4390.0,62,271,4426
4,7852.58,12821.4,-2740.94,15,132,806
3,15203.0,141415.0,-3320.0,56,315,5844
0,6285.72,5823.0,-2154.0,8,94,398
4,14072.9,52721.2,-5793.56,52,288,2334
1,5222.92,4304.7,-1700.0,14,88,292
0,13427.1,23730.0,-3935.0,28,169,1021
0,17547.2,230237.0,-8940.0,62,352,7824
5,18148.5,198005.0,-7140.0,61,390,7459
0,15885.8,163367.0,-6995.0,155,399,6299
4,13080.3,61049.9,-3940.0,41,247,2754
0,11634.8,40508.0,-5543.0,31,257,2061
4,2475.29,51.1604,-547.0,92,33,5
2,19903.2,155726.0,-8180.0,72,449,5537
2,3335.95,1294.6,-730.158,33,40,100
3,12920.6,59998.9,-5640.0,28,247,2754
0,11966.2,25915.0,-4701.0,139,201,1066
0,9040.58,27938.0,-3209.0,35,149,1254
2,5011.76,4176.44,-671.0,12,79,317
5,14205.3,51877.7,-5886.3,47,288,2334
0,8062.49,10776.0,-2598.0,17,125,653
3,13110.9,43720.3,133.0,66,223,2059
1,6583.44,5185.55,-1750.0,9,79,292
5,6119.66,4639.33,-905.0,15,88,292
4,14953.7,140515.0,-4390.0,62,315,5844
5,13615.8,52677.5,-5976.08,55,288,2334
3,13244.3,142610.0,-6401.48,190,308,6057
2,6548.9,5255.66,-1700.0,8,79,292
0,10848.3,37565.6,-5021.26,158,216,1994
1,2491.23,52.2254,-656.0,8,33,5
0,13846.5,81961.0,-8368.0,47,283,3380
4,13164.0,60769.1,-5220.0,30,247,2754
4,9092.56,29122.8,-3483.91,24,179,1626
2,12243.4,115617.0,-3970.0,49,235,4905
5,8849.31,16160.9,-3317.19,89,172,973
4,7997.17,12865.3,-2666.57,15,132,806
4,15155.1,95591.9,-5020.0,70,254,3885
5,5264.33,2339.25,-772.795,30,51,132
3,14383.7,143003.0,-6140.16,157,308,6057
4,9060.43,20215.1,-3429.37,101,163,1162
4,9070.1,11704.5,-2734.48,91,136,619
4,10438.5,27767.5,-4069.9,67,214,1469
4,9550.91,25945.3,-3271.79,27,174,1415
2,6915.17,9370.4,-3264.72,23,138,554
0,11598.8,72650.0,-4921.0,23,225,3131
3,9235.56,26720.4,-1960.0,31,156,1364
0,11858.1,80434.0,-4352.0,38,239,3706
4,14252.1,65622.2,-3560.0,71,224,2192
5,13859.9,52165.7,-5918.74,50,288,2334
4,11897.6,59469.8,-3450.0,54,223,2822
3,16093.4,118347.0,-4710.0,62,271,4426
3,10873.0,38059.7,-4106.81,104,205,1751
4,23083.5,260018.0,-13400.0,63,540,8870
0,11626.1,54237.0,-2280.0,97,193,2257
3,8643.6,25690.7,-3157.56,29,157,1519
3,22592.5,408774.0,-8110.0,67,473,14125
2,19721.7,153852.0,-9190.0,80,449,5537
0,33130.7,745484.0,-17674.0,120,750,21046
0,9386.98,7653.0,-2669.0,29,128,426
4,8062.86,26969.0,-3140.0,26,166,1414
0,10590.9,22339.0,-5364.0,4,134,652
1,12156.7,73486.7,-5200.0,26,249,3630
5,8898.74,13881.9,-2879.79,24,148,729
4,13718.6,46730.4,-5744.39,65,273,2061
0,8479.0,8937.0,-4661.0,66,139,457
4,7796.19,26455.6,-2870.99,97,156,1521
4,8716.43,26438.1,-2260.0,42,156,1364
1,2379.08,51.9483,-539.0,6,33,5
4,5852.96,10905.8,-1883.31,19,102,764
5,9108.83,20572.2,-3418.1,93,163,1162
3,11477.6,50123.8,-3780.0,21,216,2677
4,12229.1,51805.8,-3800.0,29,216,2677
3,13998.2,94592.3,-5737.54,40,294,4249
3,12066.3,52741.8,-3950.0,35,224,2192
0,27131.4,459698.0,-14239.0,226,524,13149
4,25886.1,278345.0,-12300.0,77,540,8870
0,11015.9,90540.0,-6481.0,41,249,4333
3,19768.8,336423.0,-5620.0,111,462,11563
3,7256.47,14282.2,-2413.54,87,120,809
2,13289.8,40534.9,-2130.0,40,234,1581
0,16460.8,89121.0,-7368.0,180,339,3719
0,6868.97,7683.0,-2745.0,37,116,517
5,5853.93,4291.46,-1155.02,24,72,340
3,22873.1,245417.0,-11300.0,89,537,8350
5,2291.14,59.9544,-39.2,6,33,5
4,10644.1,38909.3,-4301.02,36,193,2118
3,9751.29,38660.6,-2320.0,35,196,1885
0,5632.02,11002.5,-2182.22,27,102,764
3,15002.4,141419.0,-2950.0,41,315,5844
0,16171.4,109979.0,-8090.0,65,351,4633
4,9575.51,25908.1,-3326.75,19,174,1415
4,9077.49,11374.6,-3063.58,30,156,654
2,8778.98,51266.2,-4440.0,26,188,2599
4,8507.61,27214.5,-2500.0,30,156,1364
4,13094.9,46116.6,-5681.59,54,273,2061
4,6867.73,6751.36,-2195.7,34,108,428
4,8581.42,11287.2,-3050.62,48,156,654
5,4089.34,1319.06,-932.05,20,51,102
4,8801.9,29049.4,-2772.77,88,156,1521
4,5573.04,7082.35,-1658.21,48,93,545
2,12363.0,73400.5,-4490.0,27,249,3630
2,5653.71,7619.97,-1857.09,75,104,457
4,9918.98,26806.1,-3351.86,30,174,1415
0,25372.5,253583.0,-15233.0,74,481,8345
0,26353.2,630508.0,-17593.0,84,690,19835
2,5327.42,3018.53,-1200.37,51,67,224
1,5492.58,4249.56,-1550.0,14,88,292
0,18255.9,149420.0,-10334.0,62,368,5545
4,10661.7,25801.2,-1260.0,43,166,1111
3,10456.1,36965.8,-3677.6,34,193,2118
0,7392.96,14840.0,-2080.0,50,124,768
5,3569.01,2143.28,-572.515,7,43,161
3,7246.74,14479.0,-2637.32,64,134,970
0,25379.7,541796.0,-13545.0,120,558,15867
5,9505.0,29985.1,-3213.9,106,171,1747
5,10983.4,37363.8,-4102.33,122,205,1751
3,9041.42,17034.3,-2771.07,74,142,844
5,8548.09,14015.3,-2858.94,19,148,729
0,9104.74,27457.0,-3118.0,53,140,1410
2,15806.8,116139.0,-4730.0,62,271,4426
0,8188.74,25571.0,-3347.0,57,139,1254
2,5792.39,4212.9,-1517.45,117,88,318
5,9486.06,38099.0,-3771.09,39,180,2054
0,10637.2,26182.0,-4963.0,17,188,1310
3,4428.67,2031.29,-1030.68,6,63,166
3,5270.65,4434.87,369.0,22,88,292
0,13495.2,96110.0,-7750.0,45,296,4342
3,22837.7,411480.0,-7270.0,59,473,14125
4,11427.1,87581.9,-3320.0,28,220,3450
0,10724.2,39762.0,-4498.0,135,233,2125
4,11309.1,45343.2,-4710.0,32,215,2188
4,5717.83,11214.8,-1914.37,24,102,764
4,9372.13,32700.2,-3613.27,77,176,1922
1,5150.85,4791.37,-1230.0,22,85,343
4,7937.17,11971.6,-2503.02,70,128,693
5,12429.0,71452.8,-5603.94,28,262,3211
3,12283.8,79279.3,-6990.0,37,272,3539
2,5974.52,7375.13,-1660.92,52,93,545
4,6792.68,7225.98,-1350.0,162,109,486
5,10316.7,36522.3,-3600.0,48,196,1997
5,7810.79,9787.2,-1801.4,67,107,517
5,9042.9,37448.2,-3672.72,49,180,2054
0,18098.8,202590.0,-7715.0,82,386,7339
0,6590.17,3567.0,-3317.0,3,100,268
4,10913.0,39754.3,-3863.31,29,193,2118
0,11906.3,28881.0,-2228200.0,96,219,1469
0,19743.3,232568.0,-9653.0,52,441,7710
0,8080.24,11424.0,-3396800.0,23,129,583
3,7459.33,9280.98,-3111.22,25,138,554
3,13338.6,75467.9,-4190.0,43,264,3217
2,6740.75,13436.8,-1566.73,18,96,804
3,13481.8,90600.2,-5430.0,43,254,3885
4,13828.8,140208.0,928.0,40,315,5844
0,16140.2,117340.0,-9147.0,146,309,4433
3,11067.1,87068.3,-3190.0,17,220,3450
3,10913.9,27254.5,-4251.21,50,214,1469
0,7666.97,8800.0,-4650.0,10,136,552
0,16277.3,95702.0,-5959.0,94,339,3545
4,13425.9,77023.6,-5432.97,42,262,3211
2,12226.4,74583.6,-5450.0,30,249,3630
2,11019.7,35547.4,-3400.0,39,234,1581
2,3826.03,2247.36,-1103.41,20,54,165
3,4752.19,2882.67,-1196.61,33,71,249
0,9208.81,15635.0,-2743.0,11,140,767
0,13869.8,104839.0,-6957.0,66,278,4427
0,10413.5,52884.0,-3810.0,74,217,2597
0,8260.54,10455.0,-2182.0,23,136,584
0,19199.4,154948.0,-5967.0,75,345,5534
0,16226.9,140698.0,-5579.0,115,367,6066
0,13462.9,99465.0,-5279.0,42,322,4251
3,24713.3,260239.0,-9400.0,99,537,8350
2,8491.24,12220.0,-2394.31,80,128,693
3,16051.6,115852.0,2150.0,53,271,4426
4,13542.0,79623.4,-6180.0,54,272,3539
0,28001.7,856241.0,-16124.0,83,625,26243
0,11191.7,44486.0,-5873.0,22,229,2120
2,8371.81,12002.5,-2510.74,87,128,693
5,7146.9,6904.4,-2220.0,16,119,395
0,16885.1,157540.0,-8072.0,85,355,5537
1,12754.3,69229.4,-4296.2,147,247,3373
5,8202.18,10987.6,-2559.1,67,140,590
3,12839.3,91204.3,-4350.0,50,254,3885
0,13866.6,150757.0,-5860.12,29,282,6509
0,13913.3,60103.0,-7561.0,82,320,2198
2,5094.38,4092.88,-254.0,17,79,317
3,11371.5,49705.1,-4810.0,19,216,2677
0,18400.6,255035.0,-9731.0,90,476,9687
2,12816.8,51138.7,-5710.0,28,234,2464
0,14242.2,124181.0,-6765.0,44,339,5633
4,4932.46,2619.82,-1216.73,49,67,224
2,5986.14,7519.91,-1763.93,69,104,457
4,21197.5,517058.0,-11960.5,127,540,18067
0,11786.8,88315.0,-6958.0,52,262,3624
2,6605.78,13351.1,-1586.05,18,96,804
0,5360.99,6627.0,-2032.0,6,68,368
3,11348.3,85814.5,-3850.0,19,220,3450
3,8410.56,25745.1,-3218.03,37,157,1519
2,7958.14,25541.0,-2120.0,37,156,1364
2,18209.8,150078.0,-9480.0,72,449,5537
4,8595.73,11162.4,-3055.75,35,156,654
2,13099.1,74711.6,-2580.0,33,249,3630
0,5676.23,3653.0,-951.0,24,75,187
4,6065.01,7633.88,-1757.47,75,104,457
2,4081.79,1452.12,-882.116,31,52,133
4,11437.3,87245.7,-3350.0,25,220,3450
4,9307.28,25763.7,-3399.0,34,174,1415
0,6561.79,9073.0,-1839.0,21,109,587
4,7877.04,12822.7,-2705.96,15,132,806
5,9384.6,23041.1,-3824.13,31,176,1313
2,3795.82,2193.97,-1149.16,20,54,165
3,12107.5,74698.8,-3480.0,29,249,3630
1,4144.7,2188.88,-1057.99,20,54,165
4,9537.18,26673.2,-3275.38,26,174,1415
0,19286.7,310361.0,-11226.0,270,426,10681
2,3922.28,1443.51,-973.392,41,52,133
4,12639.1,55995.9,-5010.0,27,216,2677
2,2569.31,59.8814,-364.0,92,33,5
3,7359.95,14194.9,-2244.65,74,120,809
3,20784.6,244568.0,-13700.0,74,540,8870
0,21613.0,307180.0,-13905.0,99,565,10123
3,9650.62,39735.6,-3160.0,17,196,1885
5,14154.7,98892.4,-5638.6,143,281,4061
4,6073.63,2412.16,-1381.97,18,82,185
0,16664.9,176669.0,-10099.0,59,342,5318
5,6231.2,3325.37,-989.0,10,75,166
3,12942.1,60079.5,-4710.0,24,247,2754
0,6730.38,3413.0,-2873.0,40,91,205
4,7525.34,8171.56,-1830.0,20,111,453
4,9581.93,25915.6,-3416.07,24,174,1415
2,20944.6,148080.0,-7500.0,93,449,5537
4,5858.64,11341.5,-1906.93,21,102,764
5,8902.13,28790.1,-3389.55,37,179,1626
3,10034.9,51938.9,-3300.0,32,188,2599
4,12129.9,36165.7,-1230.0,31,166,1111
3,15139.0,90833.2,-2490.0,53,223,2059
0,32434.4,292460.0,-16869.0,129,595,6649
2,7311.6,9284.09,-3175.17,17,138,554
2,4763.5,4001.96,-1630.0,10,79,317
3,10063.2,10449.4,-2170.0,37,154,587
3,11602.1,37590.0,-3729.35,112,205,1751
4,11519.8,93822.1,-1620.0,28,220,3450
0,11075.5,41248.0,-3253.0,24,183,1807
2,11376.1,113509.0,-3700.0,48,235,4905
4,2716.95,62.6089,-322.0,96,33,5
2,3857.09,2158.04,-1091.45,20,54,165
5,22770.0,281623.0,-9606.91,61,468,9276
0,11071.5,58411.8,-5547.56,34,253,2825
4,8829.32,28677.4,-3413.6,34,179,1626
3,13060.3,90607.5,-6100.0,56,254,3885
0,21842.4,351554.0,-9613.0,96,513,12668
0,12819.1,93868.0,-6065.0,135,248,4057
4,7964.94,4724.53,-2710.9,28,131,271
0,10428.4,21138.0,-3254.0,28,185,1117
5,13578.4,51949.5,-5788.97,83,288,2334
0,21234.0,318054.0,-11829.0,107,535,10831
0,8082.96,12868.0,-3989.0,28,151,767
5,19577.4,183949.0,-6240.0,79,403,6746
4,11467.2,59667.0,-4610.0,41,223,2822
2,16917.9,140308.0,-12600.0,68,449,5537
4,9933.45,27235.2,-3330.57,18,174,1415
4,10188.9,57088.9,-5020.0,42,247,2754
3,22640.5,471490.0,-13900.0,61,483,15505
0,7216.96,9719.0,-2440.0,16,129,655
4,10970.1,52198.2,-4635.64,102,209,2534
5,12634.8,70494.0,-5370.61,61,262,3211
4,21813.4,515236.0,-11834.8,141,540,18067
0,8132.33,19106.0,-3582.0,13,149,1022
0,10209.2,22983.0,-4167.0,35,190,1161
4,7889.76,9801.01,-2414.95,28,123,621
0,8636.65,20925.0,-2647.0,44,152,1161
0,9269.49,33880.0,-3908.0,72,168,1865
4,8563.44,11232.1,-3194.73,29,156,654
5,9836.56,26734.1,-1790.0,23,166,1414
0,11550.0,30945.0,-4057.0,102,184,1417
3,12696.7,116929.0,-2770.0,48,235,4905
0,13843.6,122758.0,-3640.0,39,295,5112
3,10464.8,10506.0,-1510.0,36,154,587
5,8427.92,4786.29,-2664.51,34,131,271
0,18202.0,217802.0,-10080.0,64,399,8339
2,21299.0,174771.0,-6700.0,66,449,5537
4,7766.09,4806.75,-2725.26,25,131,271
4,23366.3,516760.0,-11433.7,131,540,18067
1,9047.71,16982.7,-4089.16,35,183,931
0,9185.0,16015.0,-2907.0,71,132,971
0,13979.9,68828.0,-4829.0,62,315,3138
3,13502.0,51479.3,-3720.0,42,234,2464
3,5885.06,7363.31,-1465.78,26,93,545
0,14366.0,73384.0,-7821.0,28,238,2748
3,4365.83,1934.94,-1074.23,5,63,166
3,5182.5,3069.9,-1047.95,26,71,249
0,10508.4,34578.0,-4823.0,166,197,1697
3,6897.16,5227.29,-2159.21,59,107,346
4,8127.4,20405.5,-3543.5,88,163,1162
3,9491.66,16698.0,-3962.89,90,172,973
4,11245.0,33056.1,-2290.0,34,166,1414
4,9244.27,25781.5,-3376.1,29,174,1415
0,10427.2,35981.0,-7151.0,76,201,1636
0,23156.4,258023.0,-10200.0,105,444,7840
